"Species","SubPlotID","Temperature","Water","Depth","Soil..total.wt..","Soil_moisture","Dry_Root","Dry_soil","Moisture....","Dry_soil_total","Root_mass.g.g.","Root_mass..mg.g.","Shelter","rooting_depth","Dry_Root_cum","root_biomass_total","beta","rooting.depth.cal"
"Bis","S1P7B","Amb","Drt","0_10",988.9,40.01,0.319,39.918,0.229942514,986.6260985,0.000323324,0.323324105,"S1",10,0.319,0.627723369421556,0.881367186186303,23.7227556509363
"Bis","S1P7B","Amb","Drt","10_20",1276.8,40.17,0.146,38.805,3.398058252,1233.413592,0.000118371,0.118370675,"S1",20,0.465,0.627723369421556,0.881367186186303,23.7227556509363
"Bis","S2P2D","Amb","Drt","0_10",1074.4,37.49,0.436,36.574,2.443318218,1048.148989,0.000415971,0.415971398,"S2",10,0.436,0.627723369421556,0.881367186186303,23.7227556509363
"Bis","S2P2D","Amb","Drt","10_20",1192.4,50.46,0.176,49.08,2.734839477,1159.789774,0.000151752,0.15175164,"S2",20,0.612,0.627723369421556,0.881367186186303,23.7227556509363
"Bis","S3P7B","Amb","Drt","0_10",1033.6,37.87,0.442,36.613,3.319250066,999.2922313,0.000442313,0.442313055,"S3",10,0.442,0.627723369421556,0.881367186186303,23.7227556509363
"Bis","S3P7B","Amb","Drt","10_20",1364.4,40.37,0.095,39.114,3.111221204,1321.950498,7.19e-05,0.071863508,"S3",20,0.537,0.627723369421556,0.881367186186303,23.7227556509363
"Bis","S4P8D","Amb","Drt","0_10",893,46.88,0.738,45.754,2.401877133,871.5512372,0.000846766,0.846766052,"S4",10,0.738,0.627723369421556,0.881367186186303,23.7227556509363
"Bis","S4P8D","Amb","Drt","10_20",1479.6,47.53,0.17,46.488,2.1922996,1447.162735,0.000117471,0.117471239,"S4",20,0.908,0.627723369421556,0.881367186186303,23.7227556509363
"Bis","S5P1C","Amb","Drt","0_10",937.2,40.38,0.344,39.457,2.285785042,915.7776226,0.000375637,0.375637045,"S5",10,0.344,0.627723369421556,0.881367186186303,23.7227556509363
"Bis","S5P1C","Amb","Drt","10_20",1239.8,40.48,0.112,39.573,2.240612648,1212.020884,9.24e-05,0.092407649,"S5",20,0.456,0.627723369421556,0.881367186186303,23.7227556509363
"Bis","S6P7D","Amb","Drt","0_10",925.9,42.62,0.422,41.584,2.43078367,903.393374,0.000467128,0.467127624,"S6",10,0.422,0.627723369421556,0.881367186186303,23.7227556509363
"Bis","S6P7D","Amb","Drt","10_20",1475.2,41.76,0.065,40.715,2.502394636,1438.284674,4.52e-05,0.045192722,"S6",20,0.487,0.627723369421556,0.881367186186303,23.7227556509363
"Bis","S1P8B","Amb","Con","0_10",987.9,41.17,0.298,39.804,3.317949964,955.1219723,0.000312002,0.312002036,"S1",10,0.298,0.608689367454213,0.854176920279312,19.0064105588904
"Bis","S1P8B","Amb","Con","10_20",1365.9,52.13,0.127,49.628,4.799539613,1300.343088,9.77e-05,0.097666532,"S1",20,0.425,0.608689367454213,0.854176920279312,19.0064105588904
"Bis","S2P1D","Amb","Con","0_10",1083.7,32.65,0.428,31.572,3.301684533,1047.919645,0.000408428,0.408428263,"S2",10,0.428,0.608689367454213,0.854176920279312,19.0064105588904
"Bis","S2P1D","Amb","Con","10_20",1238.9,48.4,0.065,46.332,4.272727273,1185.965182,5.48e-05,0.05480768,"S2",20,0.493,0.608689367454213,0.854176920279312,19.0064105588904
"Bis","S3P8C","Amb","Con","0_10",1045.9,38.26,0.628,36.863,3.651332985,1007.710708,0.000623195,0.623194727,"S3",10,0.628,0.608689367454213,0.854176920279312,19.0064105588904
"Bis","S3P8C","Amb","Con","10_20",1290.2,48.39,0.153,46.441,4.027691672,1238.234722,0.000123563,0.123563002,"S3",20,0.781,0.608689367454213,0.854176920279312,19.0064105588904
"Bis","S4P7B","Amb","Con","0_10",912.5,41.53,0.586,40.001,3.681675897,878.9047074,0.000666739,0.666738948,"S4",10,0.586,0.608689367454213,0.854176920279312,19.0064105588904
"Bis","S4P7B","Amb","Con","10_20",1335.3,44.64,0.125,42.428,4.955197133,1269.133253,9.85e-05,0.098492416,"S4",20,0.711,0.608689367454213,0.854176920279312,19.0064105588904
"Bis","S5P2A","Amb","Con","0_10",1031,40.1,0.246,37.805,5.72319202,971.9938903,0.000253088,0.253088011,"S5",10,0.246,0.608689367454213,0.854176920279312,19.0064105588904
"Bis","S5P2A","Amb","Con","10_20",1241.6,48.81,0.038,46.03,5.69555419,1170.883999,3.25e-05,0.032454112,"S5",20,0.284,0.608689367454213,0.854176920279312,19.0064105588904
"Bis","S6P8C","Amb","Con","0_10",983.4,37.39,0.711,35.507,5.036105911,933.8749345,0.000761344,0.761343916,"S6",10,0.711,0.608689367454213,0.854176920279312,19.0064105588904
"Bis","S6P8C","Amb","Con","10_20",1253.1,43.85,0.091,41.864,4.529076397,1196.346144,7.61e-05,0.076064942,"S6",20,0.802,0.608689367454213,0.854176920279312,19.0064105588904
"Dig","S1P7D","Amb","Drt","0_10",1135.6,22.08,0.92,21.707,1.689311594,1116.416178,0.000824065,0.82406545,"S1",10,0.92,3.65249602785976,0.953871703391729,63.4338281566342
"Dig","S1P7D","Amb","Drt","10_20",1232.7,45.21,0.784,44.039,2.590134926,1200.771407,0.000652914,0.652913615,"S1",20,1.704,3.65249602785976,0.953871703391729,63.4338281566342
"Dig","S2P2B","Amb","Drt","0_10",887.1,43.81,1.413,43.104,1.611504223,872.804346,0.00161892,1.618919528,"S2",10,1.413,3.65249602785976,0.953871703391729,63.4338281566342
"Dig","S2P2B","Amb","Drt","10_20",1322.5,32.31,0.943,31.695,1.903435469,1297.327066,0.000726879,0.726879154,"S2",20,2.356,3.65249602785976,0.953871703391729,63.4338281566342
"Dig","S3P7D","Amb","Drt","0_10",929.2,24.27,1.044,23.94,1.359703337,916.5656366,0.001139035,1.139034629,"S3",10,1.044,3.65249602785976,0.953871703391729,63.4338281566342
"Dig","S3P7D","Amb","Drt","10_20",1418.8,32.35,0.817,31.678,2.077279753,1389.327555,0.000588054,0.588054269,"S3",20,1.861,3.65249602785976,0.953871703391729,63.4338281566342
"Dig","S4P8C","Amb","Drt","0_10",794.7,23.11,1.515,22.933,0.765902207,788.6133752,0.001921093,1.921093463,"S4",10,1.515,3.65249602785976,0.953871703391729,63.4338281566342
"Dig","S4P8C","Amb","Drt","10_20",1666.3,52.69,1.09,51.931,1.440501044,1642.296931,0.000663705,0.663704583,"S4",20,2.605,3.65249602785976,0.953871703391729,63.4338281566342
"Dig","S5P1B","Amb","Drt","0_10",986.3,23.63,2.159,23.166,1.963605586,966.9329581,0.002232833,2.232833189,"S5",10,2.159,3.65249602785976,0.953871703391729,63.4338281566342
"Dig","S5P1B","Amb","Drt","10_20",1364,33.01,0.887,32.251,2.299303241,1332.637504,0.000665597,0.665597357,"S5",20,3.046,3.65249602785976,0.953871703391729,63.4338281566342
"Dig","S6P7B","Amb","Drt","0_10",962.8,41.06,1.198,40.61,1.095957136,952.2481247,0.001258075,1.258075463,"S6",10,1.198,3.65249602785976,0.953871703391729,63.4338281566342
"Dig","S6P7B","Amb","Drt","10_20",1421.1,26.61,0.623,26.14,1.766253288,1395.999775,0.000446275,0.446275144,"S6",20,1.821,3.65249602785976,0.953871703391729,63.4338281566342
"Dig","S1P8A","Amb","Con","0_10",1050.6,26.29,1.219,25.667,2.369722328,1025.703697,0.001188452,1.18845238,"S1",10,1.219,3.07308927053455,0.919042719267067,35.4849255562136
"Dig","S1P8A","Amb","Con","10_20",1353.9,35.36,0.928,34.371,2.796945701,1316.032152,0.00070515,0.705149945,"S1",20,2.147,3.07308927053455,0.919042719267067,35.4849255562136
"Dig","S2P1A","Amb","Con","0_10",924,25.93,1.543,25.196,2.830698033,897.8443502,0.001718561,1.718560683,"S2",10,1.543,3.07308927053455,0.919042719267067,35.4849255562136
"Dig","S2P1A","Amb","Con","10_20",1435.6,20.25,0.745,19.63,3.061728395,1391.645827,0.000535337,0.535337358,"S2",20,2.288,3.07308927053455,0.919042719267067,35.4849255562136
"Dig","S3P8D","Amb","Con","0_10",1044.9,31.36,0.644,30.413,3.019770408,1013.346419,0.000635518,0.635518109,"S3",10,0.644,3.07308927053455,0.919042719267067,35.4849255562136
"Dig","S3P8D","Amb","Con","10_20",1475.5,30.34,0.253,29.242,3.618984838,1422.101879,0.000177906,0.177905679,"S3",20,0.897,3.07308927053455,0.919042719267067,35.4849255562136
"Dig","S4P7A","Amb","Con","0_10",1003.4,24.95,2.528,24.499,1.80761523,985.2623888,0.002565814,2.565813969,"S4",10,2.528,3.07308927053455,0.919042719267067,35.4849255562136
"Dig","S4P7A","Amb","Con","10_20",1311.4,34.35,0.897,33.435,2.663755459,1276.467511,0.000702721,0.702720588,"S4",20,3.425,3.07308927053455,0.919042719267067,35.4849255562136
"Dig","S5P2B","Amb","Con","0_10",928.3,24.5,2.063,23.914,2.391836735,906.0965796,0.002276799,2.276799236,"S5",10,2.063,3.07308927053455,0.919042719267067,35.4849255562136
"Dig","S5P2B","Amb","Con","10_20",1335.4,32.67,0.997,31.688,3.005815733,1295.260337,0.000769729,0.769729429,"S5",20,3.06,3.07308927053455,0.919042719267067,35.4849255562136
"Dig","S6P8B","Amb","Con","0_10",1011.6,24.91,2.515,24.313,2.39662786,987.3557126,0.002547208,2.547207625,"S6",10,2.515,3.07308927053455,0.919042719267067,35.4849255562136
"Dig","S6P8B","Amb","Con","10_20",1306.4,32.36,0.699,31.535,2.549443758,1273.094067,0.000549056,0.54905605,"S6",20,3.214,3.07308927053455,0.919042719267067,35.4849255562136
"Kan","S1P1C","Amb","Drt","0_10",826.4,21.46,1.153,21.217,1.132339236,817.0423486,0.001411188,1.411187562,"S1",10,1.153,3.07191735725978,0.950770924604269,59.3424373342649
"Kan","S1P1C","Amb","Drt","10_20",1553.7,35.38,1.238,34.63,2.119841718,1520.764019,0.000814064,0.814064499,"S1",20,2.391,3.07191735725978,0.950770924604269,59.3424373342649
"Kan","S2P7C","Amb","Drt","0_10",952,24.52,1.124,24.095,1.733278956,935.4991843,0.001201498,1.201497574,"S2",10,1.124,3.07191735725978,0.950770924604269,59.3424373342649
"Kan","S2P7C","Amb","Drt","10_20",1548.8,26.9,0.502,26.256,2.394052045,1511.720922,0.000332072,0.332071874,"S2",20,1.626,3.07191735725978,0.950770924604269,59.3424373342649
"Kan","S3P2A","Amb","Drt","0_10",920.2,22.36,1.498,21.965,1.766547406,903.9442308,0.001657182,1.65718188,"S3",10,1.498,3.07191735725978,0.950770924604269,59.3424373342649
"Kan","S3P2A","Amb","Drt","10_20",1526.7,25.69,0.587,25.1,2.296613468,1491.637602,0.000393527,0.393527221,"S3",20,2.085,3.07191735725978,0.950770924604269,59.3424373342649
"Kan","S4P2C","Amb","Drt","0_10",874.2,24.16,1.013,23.876,1.175496689,863.9238079,0.001172557,1.172557106,"S4",10,1.013,3.07191735725978,0.950770924604269,59.3424373342649
"Kan","S4P2C","Amb","Drt","10_20",1546.4,29.94,0.719,29.476,1.549766199,1522.434415,0.00047227,0.472269933,"S4",20,1.732,3.07191735725978,0.950770924604269,59.3424373342649
"Kan","S5P7C","Amb","Drt","0_10",973.8,19.71,1.195,19.508,1.024860477,963.8199087,0.001239858,1.239858182,"S5",10,1.195,3.07191735725978,0.950770924604269,59.3424373342649
"Kan","S5P7C","Amb","Drt","10_20",1410.1,26.2,0.863,25.866,1.27480916,1392.123916,0.000619916,0.619916079,"S5",20,2.058,3.07191735725978,0.950770924604269,59.3424373342649
"Kan","S6P2A","Amb","Drt","0_10",1003.4,21.86,1.323,21.56,1.372369625,989.6296432,0.001336864,1.336863754,"S6",10,1.323,3.07191735725978,0.950770924604269,59.3424373342649
"Kan","S6P2A","Amb","Drt","10_20",1427.7,29.98,0.501,29.358,2.074716478,1398.079273,0.000358349,0.358348779,"S6",20,1.824,3.07191735725978,0.950770924604269,59.3424373342649
"Kan","S1P2D","Amb","Con","0_10",878.5,23.08,1.575,22.696,1.663778163,863.8837088,0.001823162,1.823162057,"S1",10,1.575,2.86995484479262,0.935441775951345,44.8890479136454
"Kan","S1P2D","Amb","Con","10_20",1520,25.47,0.819,24.967,1.974872399,1489.98194,0.000549671,0.549671092,"S1",20,2.394,2.86995484479262,0.935441775951345,44.8890479136454
"Kan","S2P8D","Amb","Con","0_10",930.7,22.69,1.234,22.226,2.044953724,911.6676157,0.001353563,1.35356349,"S2",10,1.234,2.86995484479262,0.935441775951345,44.8890479136454
"Kan","S2P8D","Amb","Con","10_20",1569.6,25.95,0.626,25.426,2.019267823,1537.905572,0.000407047,0.407047098,"S2",20,1.86,2.86995484479262,0.935441775951345,44.8890479136454
"Kan","S3P1D","Amb","Con","0_10",948.4,21.18,1.66,20.828,1.661945231,932.6381114,0.001779897,1.77989724,"S3",10,1.66,2.86995484479262,0.935441775951345,44.8890479136454
