"Species","SubPlotID","Temperature","Water","Depth","Soil..total.wt..","Soil_moisture","Dry_Root","Dry_soil","Moisture....","Dry_soil_total","Root_mass.g.g.","Root_mass..mg.g.","Shelter","rooting_depth","Dry_Root_cum","root_biomass_total","beta","rooting.depth.cal"
"Wal","S6P1D","Amb","Con","10_20",1270.7,40.56,0.391,39.542,2.509861933,1238.807184,0.000315626,0.315626197,"S6",20,1.465,1.49558727775597,0.927166931981688,39.61474253986
"Fes","S1P3C","Amb","Drt","0_10",934.5,25.46,1.4,24.969,1.928515318,916.4780244,0.001527587,1.527587092,"S1",10,1.4,1.32493340002317,0.904468576450756,29.835677873824
"Fes","S1P3C","Amb","Drt","10_20",1219.8,30.14,0.713,29.479,2.193098872,1193.04858,0.000597629,0.59762864,"S1",20,2.113,1.32493340002317,0.904468576450756,29.835677873824
"Fes","S1P5C","eT","Drt","0_10",943.8,38.57,0.731,37.532,2.691210786,918.4003526,0.000795949,0.795949172,"S1",10,0.731,1.32493340002317,0.904468576450756,29.835677873824
"Fes","S1P5C","eT","Drt","10_20",1174.9,32.38,0.341,31.68,2.161828289,1149.500679,0.000296651,0.296650542,"S1",20,1.072,1.32493340002317,0.904468576450756,29.835677873824
"Fes","S2P3C","eT","Drt","0_10",990.3,24.19,0.521,23.783,1.682513435,973.6380695,0.000535106,0.535106439,"S2",10,0.521,1.32493340002317,0.904468576450756,29.835677873824
"Fes","S2P3C","eT","Drt","10_20",1254.7,28.19,0.172,27.651,1.912025541,1230.709816,0.000139757,0.139756747,"S2",20,0.693,1.32493340002317,0.904468576450756,29.835677873824
"Fes","S2P4C","Amb","Drt","0_10",1048.2,27.43,2.315,26.788,2.340503099,1023.666847,0.002261478,2.261477948,"S2",10,2.315,1.32493340002317,0.904468576450756,29.835677873824
"Fes","S2P4C","Amb","Drt","10_20",1062.9,30.29,0.553,29.601,2.274678112,1038.722446,0.000532385,0.53238476,"S2",20,2.868,1.32493340002317,0.904468576450756,29.835677873824
"Fes","S3P5D","eT","Drt","0_10",936.7,36.39,0.315,35.384,2.764495741,910.8049684,0.000345848,0.345847916,"S3",10,0.315,1.32493340002317,0.904468576450756,29.835677873824
"Fes","S3P5D","eT","Drt","10_20",1223.6,27.73,0.137,27.131,2.160115398,1197.168828,0.000114437,0.114436658,"S3",20,0.452,1.32493340002317,0.904468576450756,29.835677873824
"Fes","S3P6B","Amb","Drt","0_10",1002.2,32.03,0.849,31.09,2.934748673,972.7879488,0.000872749,0.872749299,"S3",10,0.849,1.32493340002317,0.904468576450756,29.835677873824
"Fes","S3P6B","Amb","Drt","10_20",1233.5,26.42,0.323,25.901,1.964420893,1209.268868,0.000267104,0.267103544,"S3",20,1.172,1.32493340002317,0.904468576450756,29.835677873824
"Fes","S4P4C","Amb","Drt","0_10",991.9,26.74,0.582,26.325,1.551982049,976.5058901,0.000596003,0.596002549,"S4",10,0.582,1.32493340002317,0.904468576450756,29.835677873824
"Fes","S4P4C","Amb","Drt","10_20",1145.4,19.85,0.315,19.678,0.866498741,1135.475123,0.000277417,0.27741691,"S4",20,0.897,1.32493340002317,0.904468576450756,29.835677873824
"Fes","S4P6A","eT","Drt","0_10",971.1,24.3,0.62,24.068,0.95473251,961.8285926,0.000644605,0.644605499,"S4",10,0.62,1.32493340002317,0.904468576450756,29.835677873824
"Fes","S4P6A","eT","Drt","10_20",1311.9,31.55,0.155,31.133,1.321711569,1294.560466,0.000119732,0.119731758,"S4",20,0.775,1.32493340002317,0.904468576450756,29.835677873824
"Fes","S5P4A","Amb","Drt","0_10",1025.1,26.75,0.759,26.138,2.287850467,1001.647245,0.000757752,0.757751797,"S5",10,0.759,1.32493340002317,0.904468576450756,29.835677873824
"Fes","S5P4A","Amb","Drt","10_20",1202.4,32.28,0.254,31.779,1.55204461,1183.738216,0.000214574,0.21457447,"S5",20,1.013,1.32493340002317,0.904468576450756,29.835677873824
"Fes","S5P5D","eT","Drt","0_10",1074.5,29.61,0.267,29.308,1.019925701,1063.540898,0.000251048,0.251048174,"S5",10,0.267,1.32493340002317,0.904468576450756,29.835677873824
"Fes","S5P5D","eT","Drt","10_20",1309,32.11,0.092,31.633,1.48551853,1289.554562,7.13e-05,0.071342464,"S5",20,0.359,1.32493340002317,0.904468576450756,29.835677873824
"Fes","S6P3D","eT","Drt","0_10",1005.6,29.9,0.781,29.382,1.732441472,988.1785686,0.000790343,0.790342985,"S6",10,0.781,1.32493340002317,0.904468576450756,29.835677873824
"Fes","S6P3D","eT","Drt","10_20",1250.1,29.26,0.267,28.809,1.541353383,1230.831541,0.000216927,0.216926518,"S6",20,1.048,1.32493340002317,0.904468576450756,29.835677873824
"Fes","S6P6B","Amb","Drt","0_10",1033,26.94,0.934,26.785,0.575352635,1027.056607,0.000909395,0.90939486,"S6",10,0.934,1.32493340002317,0.904468576450756,29.835677873824
"Fes","S6P6B","Amb","Drt","10_20",1178.8,32.13,0.369,31.659,1.465919701,1161.519739,0.000317687,0.31768724,"S6",20,1.303,1.32493340002317,0.904468576450756,29.835677873824
"Fes","S1P4A","eT","Con","0_10",1040.4,31.64,0.573,29.571,6.539190898,972.3662579,0.000589284,0.589284126,"S1",10,0.573,2.59859079724244,0.950475300390787,58.9791148549227
"Fes","S1P4A","eT","Con","10_20",1103.8,33.94,0.399,32.973,2.849145551,1072.351131,0.00037208,0.372079619,"S1",20,0.972,2.59859079724244,0.950475300390787,58.9791148549227
"Fes","S1P6B","Amb","Con","0_10",1053.3,37.89,1.272,35,7.627342307,972.9612035,0.001307349,1.307349148,"S1",10,1.272,2.59859079724244,0.950475300390787,58.9791148549227
"Fes","S1P6B","Amb","Con","10_20",1197.8,31.54,0.654,30.616,2.92961319,1162.709093,0.000562479,0.562479475,"S1",20,1.926,2.59859079724244,0.950475300390787,58.9791148549227
"Fes","S2P5B","Amb","Con","0_10",1054.9,27.18,1.205,25.454,6.350257542,987.9111332,0.001219745,1.219745339,"S2",10,1.205,2.59859079724244,0.950475300390787,58.9791148549227
"Fes","S2P5B","Amb","Con","10_20",1118.1,31.58,1.396,30.649,2.948068398,1085.137647,0.001286473,1.286472738,"S2",20,2.601,2.59859079724244,0.950475300390787,58.9791148549227
"Fes","S2P6D","eT","Con","0_10",978.6,27.72,1.081,26.116,5.786435786,921.9739394,0.001172484,1.172484334,"S2",10,1.081,2.59859079724244,0.950475300390787,58.9791148549227
"Fes","S2P6D","eT","Con","10_20",1019.6,32.47,0.95,31.536,2.876501386,990.2711919,0.000959333,0.959333168,"S2",20,2.031,2.59859079724244,0.950475300390787,58.9791148549227
"Fes","S3P3D","Amb","Con","0_10",1060.5,25.94,1.944,24.148,6.908249807,987.2380108,0.00196913,1.969130016,"S3",10,1.944,2.59859079724244,0.950475300390787,58.9791148549227
"Fes","S3P3D","Amb","Con","10_20",1177.6,28.52,0.513,27.626,3.134642356,1140.686452,0.000449729,0.449729195,"S3",20,2.457,2.59859079724244,0.950475300390787,58.9791148549227
"Fes","S3P4B","eT","Con","0_10",1032.5,28.29,0.819,26.236,7.260516083,957.5351714,0.000855321,0.855321062,"S3",10,0.819,2.59859079724244,0.950475300390787,58.9791148549227
"Fes","S3P4B","eT","Con","10_20",1141.9,27.55,0.241,26.848,2.548094374,1112.80331,0.00021657,0.216570168,"S3",20,1.06,2.59859079724244,0.950475300390787,58.9791148549227
"Fes","S4P3B","eT","Con","0_10",967.2,30.99,0.538,30.285,2.274927396,945.1969022,0.000569194,0.569193571,"S4",10,0.538,2.59859079724244,0.950475300390787,58.9791148549227
"Fes","S4P3B","eT","Con","10_20",1209.2,31.07,0.284,31.06,0.032185388,1208.810814,0.000234942,0.234941644,"S4",20,0.822,2.59859079724244,0.950475300390787,58.9791148549227
"Fes","S4P5A","Amb","Con","0_10",1076.7,33.37,0.396,32.079,3.868744381,1035.045229,0.000382592,0.382591976,"S4",10,0.396,2.59859079724244,0.950475300390787,58.9791148549227
"Fes","S4P5A","Amb","Con","10_20",1123.6,40.07,0.264,39.216,2.131270277,1099.653047,0.000240076,0.240075723,"S4",20,0.66,2.59859079724244,0.950475300390787,58.9791148549227
"Fes","S5P3A","eT","Con","0_10",1040.3,28.76,0.775,27.366,4.847009736,989.8765577,0.000782926,0.782925905,"S5",10,0.775,2.59859079724244,0.950475300390787,58.9791148549227
"Fes","S5P3A","eT","Con","10_20",1096.4,26.3,0.232,25.888,1.566539924,1079.224456,0.000214969,0.214969183,"S5",20,1.007,2.59859079724244,0.950475300390787,58.9791148549227
"Fes","S5P6C","Amb","Con","0_10",1017.5,38.35,1.572,36.286,5.382007823,962.7380704,0.001632843,1.632842876,"S5",10,1.572,2.59859079724244,0.950475300390787,58.9791148549227
"Fes","S5P6C","Amb","Con","10_20",1116.3,22.5,1.592,22.161,1.506666667,1099.48108,0.001447956,1.447955794,"S5",20,3.164,2.59859079724244,0.950475300390787,58.9791148549227
"Fes","S6P4C","Amb","Con","0_10",1145.4,40.12,1.68,38.219,4.738285145,1091.127682,0.001539691,1.539691484,"S6",10,1.68,2.59859079724244,0.950475300390787,58.9791148549227
"Fes","S6P4C","Amb","Con","10_20",1055.6,28.47,0.739,27.896,2.016157359,1034.317443,0.000714481,0.714480844,"S6",20,2.419,2.59859079724244,0.950475300390787,58.9791148549227
"Fes","S6P5D","eT","Con","0_10",1110.3,42.09,0.564,39.686,5.711570444,1046.884433,0.000538741,0.538741414,"S6",10,0.564,2.59859079724244,0.950475300390787,58.9791148549227
"Fes","S6P5D","eT","Con","10_20",1092.8,23.75,0.209,23.24,2.147368421,1069.333558,0.000195449,0.195448837,"S6",20,0.773,2.59859079724244,0.950475300390787,58.9791148549227
