"Date","Shelter","Plot","Subplot","Species","TotalFM","SubplotID","DateTime","Cam","GCC","R","G","B","Precipitation","Temperature","Camera","past.day.gcc","next.day.gcc","gcc.change"
2018-08-16,"6","2","B","Rye",2774,"S6P2B",2018-08-16,42,0.392067352681814,0.312428846662669,0.34075656756621,0.216009162060209,"Drought","Ambient",42,0.402519309516212,0.388383269658393,0.0141360398578181
2018-08-22,"1","3","D","Luc",768,"S1P3D",2018-08-22,3,0.333543472261704,0.37738586464502,0.365220215121399,0.349267837461158,"Drought","Ambient",3,0.344010217387959,0.335786971895952,0.00822324549200676
2018-08-22,"1","4","C","Luc",810,"S1P4C",2018-08-22,4,0.344457622932224,0.406288218053346,0.405152819092745,0.3650709617515,"Control","Elevated",4,0.363209545521781,0.339981347345074,0.0232281981767073
2018-08-22,"1","5","B","Luc",963,"S1P5B",2018-08-22,5,0.332695595384994,0.338400893801611,0.331122694535003,0.327343129872696,"Drought","Elevated",5,0.349614734149327,0.329572794114544,0.0200419400347831
2018-08-22,"1","6","A","Luc",327,"S1P6A",2018-08-22,6,0.319682204290358,0.376494695630851,0.333329419592188,0.333046872479455,"Control","Ambient",6,0.322633422112463,0.319374234946056,0.00325918716640688
2018-08-22,"2","3","B","Luc",1739,"S2P3B",2018-08-22,11,0.335210759335101,0.344291011730209,0.343196976560753,0.335966132780816,"Drought","Elevated",11,0.359744887993108,0.330479798182143,0.0292650898109643
2018-08-22,"2","4","A","Luc",771,"S2P4A",2018-08-22,12,0.33178391007219,0.347408982278096,0.343992161268633,0.342742974776055,"Drought","Ambient",12,0.350375702064728,0.330231414770113,0.0201442872946152
2018-08-22,"2","5","C","Luc",1077,"S2P5C",2018-08-22,13,0.352734710512306,0.343540643654962,0.358807507289831,0.314864591977643,"Control","Ambient",13,0.376721303732715,0.355753304488658,0.0209679992440571
2018-08-22,"2","6","A","Luc",1223,"S2P6A",2018-08-22,14,0.326036241015815,0.383560060810632,0.365802768850776,0.370387087747717,"Control","Elevated",14,0.346541280713233,0.318834907918308,0.0277063727949252
2018-08-22,"3","3","B","Luc",827,"S3P3B",2018-08-22,19,0.344128299638674,0.320199052405931,0.325982397851551,0.296814917775111,"Control","Ambient",19,0.360314532901376,0.34519475479113,0.0151197781102461
2018-08-22,"3","4","C","Luc",1093,"S3P4C",2018-08-22,20,0.325751953100562,0.413045358541264,0.380792991137993,0.378440684284439,"Control","Elevated",20,0.342218019112242,0.321889111685081,0.0203289074271605
2018-08-22,"3","5","C","Luc",2055,"S3P5C",2018-08-22,21,0.339994989590505,0.407607109759972,0.409254505743318,0.386845845704388,"Drought","Elevated",21,0.376630012719743,0.333221410214657,0.0434086025050864
2018-08-22,"3","6","C","Luc",1284,"S3P6C",2018-08-22,22,0.351189983940828,0.330061851952625,0.352535819129226,0.321224944733054,"Drought","Ambient",22,0.370607707652252,0.354420883915682,0.0161868237365708
2018-08-22,"4","3","D","Luc",1700,"S4P3D",2018-08-22,27,0.31561023553982,0.451111498579296,0.385476903419883,0.384740284215726,"Control","Elevated",27,0.332605039242975,0.313425205457762,0.019179833785213
2018-08-22,"4","4","D","Luc",1048,"S4P4D",2018-08-22,28,0.359157042611188,0.302898113600204,0.343642244687565,0.310269563022599,"Drought","Ambient",28,0.360096332443028,0.333748533534913,0.0263477989081147
2018-08-22,"4","5","C","Luc",2125,"S4P5C",2018-08-22,29,0.384349604670905,0.217250122665709,0.268276206383366,0.2124939350683,"Control","Ambient",29,0.382657855054983,0.344219966110391,0.0384378889445917
2018-08-22,"4","6","D","Luc",1699,"S4P6D",2018-08-22,30,0.347393585017056,0.323437216209825,0.336537273384818,0.3087477270421,"Drought","Elevated",30,0.346214032212004,0.322731987543784,0.0234820446682198
2018-08-22,"5","3","C","Luc",2514,"S5P3C",2018-08-22,35,0.369299477872171,0.221120867341283,0.283265999018362,0.255272852205651,"Control","Elevated",35,0.377682093026199,0.332190991503375,0.0454911015228246
2018-08-22,"5","4","D","Luc",2596,"S5P4D",2018-08-22,36,0.350593070538054,0.300397904828283,0.334700752305416,0.319609093034627,"Drought","Ambient",36,0.353853750601186,0.323435770753926,0.03041797984726
2018-08-22,"5","5","B","Luc",1950,"S5P5B",2018-08-22,37,0.358701749515666,0.213823364972142,0.255589380903177,0.243189235008907,"Drought","Elevated",37,0.357637982525276,0.322439131224732,0.0351988513005441
2018-08-22,"5","6","A","Luc",1361,"S5P6A",2018-08-22,38,0.343602682396213,0.282132006192304,0.300950804742517,0.292923206071127,"Control","Ambient",38,0.343506753742125,0.318471925790918,0.0250348279512071
2018-08-22,"6","3","B","Luc",1719,"S6P3B",2018-08-22,43,0.371122121211368,0.220302411106713,0.272196181391669,0.232416385185873,"Drought","Elevated",43,0.374266521363795,0.327983345278205,0.0462831760855895
2018-08-22,"6","4","D","Luc",1346,"S6P4D",2018-08-22,44,0.350743444590304,0.3218659233527,0.35723515201994,0.345577163937555,"Control","Ambient",44,0.346612418972813,0.328897885134649,0.0177145338381642
2018-08-22,"6","5","A","Luc",1242,"S6P5A",2018-08-22,45,0.328296187130977,0.33382418365492,0.326854584049388,0.332573130128143,"Control","Elevated",45,0.328176159070348,0.318749357185692,0.00942680188465578
2018-08-22,"6","6","D","Luc",2824,"S6P6D",2018-08-22,46,0.353844525013313,0.282530184435637,0.316323433130608,0.29539344855356,"Drought","Ambient",46,0.351550082409259,0.323819541080858,0.0277305413284011
2018-10-05,"1","7","A","DigBis",1843,"S1P7A",2018-10-05,7,0.316886604532347,0.370553925611264,0.335394421911138,0.351999355365431,"Drought","Ambient",7,0.338705421997751,0.313599223440891,0.0251061985568599
2018-10-05,"1","7","B","Bis",853,"S1P7B",2018-10-05,7,0.337120236329488,0.429603694259167,0.414227394297546,0.380727129358363,"Drought","Ambient",7,0.349782285123262,0.33268829533761,0.017093989785653
2018-10-05,"1","7","D","Dig",352,"S1P7D",2018-10-05,7,0.315569620173884,0.490531425896202,0.471836109394455,0.532885666965939,"Drought","Ambient",7,0.315059260457388,0.310755848415413,0.00430341204197515
2018-10-05,"1","8","A","Dig",505,"S1P8A",2018-10-05,8,0.319283537836139,0.434472435114898,0.448143734448054,0.52009278769376,"Control","Ambient",8,0.322576323245778,0.312855412153956,0.0097209110918221
2018-10-05,"1","8","B","Bis",869,"S1P8B",2018-10-05,8,0.338109125839901,0.421905568534959,0.420130479911376,0.400653907245585,"Control","Ambient",8,0.35485789905125,0.336063123011959,0.0187947760392908
2018-10-05,"1","8","C","DigBis",1872,"S1P8C",2018-10-05,8,0.348376473391639,0.391621172355301,0.404566929699757,0.367260688204429,"Control","Ambient",8,0.364057857892143,0.347409040001054,0.0166488178910884
2018-10-05,"2","1","A","Dig",752,"S2P1A",2018-10-05,9,0.335991229574768,0.377215659870428,0.407439084493922,0.428062711413305,"Control","Ambient",9,0.333122820665282,0.319444457468991,0.0136783631962915
2018-10-05,"2","1","B","DigBis",2305,"S2P1B",2018-10-05,9,0.352047236072532,0.393056367012365,0.416043463931204,0.372496945758594,"Control","Ambient",9,0.384411154482889,0.35109142554678,0.0333197289361096
2018-10-05,"2","1","D","Bis",2401,"S2P1D",2018-10-05,9,0.326461491072357,0.461124457671483,0.421985843193657,0.407739794177837,"Control","Ambient",9,0.349562930818395,0.323676570222329,0.0258863605960654
2018-10-05,"2","2","B","Dig",543,"S2P2B",2018-10-05,10,0.339565947258939,0.39825057333183,0.417455582358042,0.415067887785151,"Drought","Ambient",10,0.336368838561828,0.329944023705109,0.00642481485671881
2018-10-05,"2","2","C","DigBis",1958,"S2P2C",2018-10-05,10,0.337772163042746,0.381158781415682,0.382525637933948,0.365943882264042,"Drought","Ambient",10,0.354972038572424,0.335738520655567,0.0192335179168574
2018-10-05,"2","2","D","Bis",763,"S2P2D",2018-10-05,10,0.32381051062423,0.445071728876012,0.409753550704548,0.410585646444186,"Drought","Ambient",10,0.335825067238594,0.323505307108404,0.0123197601301898
2018-10-05,"3","7","B","Bis",2481,"S3P7B",2018-10-05,23,0.33865928503375,0.450650255201702,0.424167648421993,0.377669911634599,"Drought","Ambient",23,0.37873931186293,0.332229427753753,0.0465098841091771
2018-10-05,"3","7","C","DigBis",1767,"S3P7C",2018-10-05,23,0.352927480719562,0.39511154201323,0.421135194289906,0.371936476153403,"Drought","Ambient",23,0.372837730291226,0.344792543961542,0.0280451863296843
2018-10-05,"3","7","D","Dig",608,"S3P7D",2018-10-05,23,0.330059538323991,0.424524314448868,0.441599865511043,0.478558065271359,"Drought","Ambient",23,0.331736902719961,0.322059062412511,0.00967784030745023
2018-10-05,"3","8","A","DigBis",1686,"S3P8A",2018-10-05,24,0.335246328912612,0.373621509671354,0.386533824449258,0.388605013760198,"Control","Ambient",24,0.35467641878124,0.332230752883553,0.0224456658976866
2018-10-05,"3","8","C","Bis",2065,"S3P8C",2018-10-05,24,0.359216899228789,0.384753970591946,0.398396600404139,0.326029776773798,"Control","Ambient",24,0.39873317530643,0.353859063111142,0.0448741121952885
2018-10-05,"3","8","D","Dig",1155,"S3P8D",2018-10-05,24,0.341515990467157,0.331626051642166,0.359348462872306,0.363420011372504,"Control","Ambient",24,0.34015435716009,0.324013992323123,0.016140364836967
2018-10-05,"4","7","A","Dig",220,"S4P7A",2018-10-05,31,0.33562851758053,0.353820440212292,0.357892543354448,0.351438893572098,"Control","Ambient",31,0.329869066893977,0.338133393292134,-0.00826432639815627
2018-10-05,"4","7","B","Bis",4330,"S4P7B",2018-10-05,31,0.328651395728952,0.434163515167622,0.410098428636836,0.395111073301716,"Control","Ambient",31,0.355254166509427,0.319666907015312,0.0355872594941156
2018-10-05,"4","7","C","DigBis",3195,"S4P7C",2018-10-05,31,0.358858814115513,0.361311309516695,0.411641505060795,0.357050893711774,"Control","Ambient",31,0.38012219836754,0.351894528210721,0.0282276701568187
2018-10-05,"4","8","A","DigBis",1341,"S4P8A",2018-10-05,32,0.316088404025512,0.374890585155859,0.342989142063413,0.367699980259433,"Drought","Ambient",32,0.320826555492267,0.314389083491661,0.00643747200060679
2018-10-05,"4","8","C","Dig",21,"S4P8C",2018-10-05,32,0.327132164567382,0.409324093779487,0.407758659816292,0.429571235986795,"Drought","Ambient",32,0.32705797101566,0.329914883977189,-0.00285691296152879
2018-10-05,"4","8","D","Bis",937,"S4P8D",2018-10-05,32,0.326853811820843,0.428820836664115,0.38940079216933,0.374441051754266,"Drought","Ambient",32,0.339223926314548,0.317924905511992,0.0212990208025559
2018-10-05,"5","1","B","Dig",450,"S5P1B",2018-10-05,33,0.333757408805442,0.367685801736123,0.377158375511511,0.384254105385566,"Drought","Ambient",33,0.329364992065297,0.329443506176547,-7.85141112499832e-05
2018-10-05,"5","1","C","Bis",1670,"S5P1C",2018-10-05,33,0.355124218960376,0.386985107707172,0.410235464259927,0.357993933466869,"Drought","Ambient",33,0.351223262655311,0.340149741246071,0.0110735214092401
2018-10-05,"5","1","D","DigBis",2418,"S5P1D",2018-10-05,33,0.33921027793463,0.409270434122948,0.409867510097413,0.388226904181539,"Drought","Ambient",33,0.332996273339799,0.322121130922896,0.0108751424169027
2018-10-05,"5","2","A","Bis",2859,"S5P2A",2018-10-05,34,0.352906833584989,0.395243249948774,0.40850584065324,0.355861686669321,"Control","Ambient",34,0.330514588910201,0.315042163139667,0.0154724257705341
2018-10-05,"5","2","B","Dig",933,"S5P2B",2018-10-05,34,0.376867554829106,0.30606015865416,0.373341767015849,0.310359625940089,"Control","Ambient",34,0.365783722302481,0.349486995536456,0.0162967267660251
2018-10-05,"5","2","C","DigBis",1809,"S5P2C",2018-10-05,34,0.382064711596113,0.336193426617861,0.416652234257953,0.340357358157545,"Control","Ambient",34,0.359704107002491,0.363593998011499,-0.00388989100900822
2018-10-05,"6","7","B","Dig",72,"S6P7B",2018-10-05,47,0.323647728597378,0.415019290212968,0.396439909504306,0.413731263159564,"Drought","Ambient",47,0.321541263720435,0.323806747127494,-0.00226548340705934
2018-10-05,"6","7","C","DigBis",1115,"S6P7C",2018-10-05,47,0.359746873434721,0.359008217372152,0.392307842535742,0.33903627131866,"Drought","Ambient",47,0.346906075714481,0.346359149626165,0.000546926088316302
2018-10-05,"6","7","D","Bis",1577,"S6P7D",2018-10-05,47,0.379107632486408,0.301119775243455,0.355991675995979,0.281913953783951,"Drought","Ambient",47,0.358412646613786,0.329318532920511,0.0290941136932741
2018-10-05,"6","8","A","DigBis",1118,"S6P8A",2018-10-05,48,0.348235749984579,0.371304887387762,0.390038919460597,0.363126176124132,"Control","Ambient",48,0.338605698922417,0.321715157743329,0.0168905411790879
2018-10-05,"6","8","B","Dig",367,"S6P8B",2018-10-05,48,0.365931541375614,0.324025839753314,0.369753296037958,0.313912826376522,"Control","Ambient",48,0.353659447943111,0.351656021587669,0.00200342635544259
2018-10-05,"6","8","C","Bis",2223,"S6P8C",2018-10-05,48,0.394099812702372,0.34386849954742,0.430242946458068,0.317609843129287,"Control","Ambient",48,0.379451289841458,0.344206898096852,0.0352443917446054
2018-10-08,"1","3","A","PhaSub",1968,"S1P3A",2018-10-08,3,0.352224654783552,0.29802774006603,0.316788418388459,0.285057445673797,"Drought","Ambient",3,0.35224749873664,0.327002718984062,0.025244779752578
2018-10-08,"1","4","B","PhaSub",647,"S1P4B",2018-10-08,4,0.32746504486904,0.458619788328318,0.444650138492535,0.454587166319391,"Control","Elevated",4,0.328195140944577,0.324228118484978,0.0039670224595989
2018-10-08,"1","5","D","PhaSub",1299,"S1P5D",2018-10-08,5,0.359096349762816,0.302560422577802,0.341235918831977,0.306598137918519,"Drought","Elevated",5,0.360161097292608,0.336796562705355,0.023364534587253
2018-10-08,"1","6","D","PhaSub",2277,"S1P6D",2018-10-08,6,0.354351313062232,0.327700772381893,0.354724233189915,0.316695207291964,"Control","Ambient",6,0.355440349264935,0.328543358344113,0.0268969909208217
2018-10-08,"2","3","A","PhaSub",863,"S2P3A",2018-10-08,11,0.336170309224341,0.334895837849564,0.338787190208054,0.340841357479163,"Drought","Elevated",11,0.334163558416194,0.322768476571234,0.0113950818449604
2018-10-08,"2","4","B","PhaSub",2140,"S2P4B",2018-10-08,12,0.353772304670914,0.324977433493547,0.3615106837712,0.329593577902314,"Drought","Ambient",12,0.354520958157392,0.329182967811537,0.0253379903458553
2018-10-08,"2","5","A","PhaSub",3378,"S2P5A",2018-10-08,13,0.350059853827105,0.292754188699037,0.336893166037695,0.332239329411312,"Control","Ambient",13,0.349603375099496,0.315576145879693,0.0340272292198034
2018-10-08,"2","6","C","PhaSub",1904,"S2P6C",2018-10-08,14,0.338430385537939,0.376693851153315,0.391172365456555,0.386616575467124,"Control","Elevated",14,0.340527821158435,0.322416964003804,0.0181108571546309
2018-10-08,"3","3","A","PhaSub",2947,"S3P3A",2018-10-08,19,0.339389156711677,0.385277076077581,0.391311658706773,0.37581464990648,"Control","Ambient",19,0.340910918639067,0.320731353025541,0.0201795656135259
2018-10-08,"3","4","D","PhaSub",1509,"S3P4D",2018-10-08,20,0.330955079294092,0.417452043586109,0.419262699601775,0.424662357801715,"Control","Elevated",20,0.332649747615216,0.324922144996211,0.0077276026190044
2018-10-08,"3","5","A","PhaSub",1423,"S3P5A",2018-10-08,21,0.344543632746749,0.311620678645839,0.343824510971794,0.339931479063711,"Drought","Elevated",21,0.345417867652823,0.327197814497382,0.018220053155441
2018-10-08,"3","6","A","PhaSub",3718,"S3P6A",2018-10-08,22,0.351644291219339,0.283212862756347,0.316329393578699,0.298180907177075,"Drought","Ambient",22,0.352337030336766,0.321529937942722,0.0308070923940448
2018-10-08,"4","3","C","PhaSub",872,"S4P3C",2018-10-08,27,0.341262215018267,0.415431365752703,0.418491731655471,0.39407458028251,"Control","Elevated",27,0.339268338107707,0.334905447906179,0.00436289020152802
2018-10-08,"4","4","A","PhaSub",1853,"S4P4A",2018-10-08,28,0.355261406755479,0.282112999940396,0.329045286984639,0.310556641013304,"Drought","Ambient",28,0.356252628755318,0.333384244276182,0.0228683844791359
2018-10-08,"4","5","B","PhaSub",2111,"S4P5B",2018-10-08,29,0.371275360372629,0.315363746304893,0.380528442547413,0.333814293841967,"Control","Ambient",29,0.368367075001279,0.32910768837424,0.0392593866270385
2018-10-08,"4","6","C","PhaSub",1586,"S4P6C",2018-10-08,30,0.380091427361219,0.297693845606896,0.359921759549275,0.292568118039683,"Drought","Elevated",30,0.375688425179854,0.352025981614858,0.0236624435649959
2018-10-08,"5","3","D","PhaSub",566,"S5P3D",2018-10-08,35,0.331725958554605,0.495185785917109,0.483918015794172,0.48017581525142,"Control","Elevated",35,0.334291476899122,0.323907946423999,0.0103835304751225
2018-10-08,"5","4","B","PhaSub",3716,"S5P4B",2018-10-08,36,0.373635320425485,0.291878869945913,0.365799565988761,0.319577009731467,"Drought","Ambient",36,0.375479165030097,0.339106258941838,0.0363729060882592
2018-10-08,"5","5","C","PhaSub",1060,"S5P5C",2018-10-08,37,0.360245173365028,0.29432484098376,0.362374769071696,0.348759793238852,"Drought","Elevated",37,0.35986816183701,0.338869044455054,0.0209991173819565
2018-10-08,"5","6","D","PhaSub",1873,"S5P6D",2018-10-08,38,0.337255838926618,0.421930503987524,0.429215890164019,0.421507234054454,"Control","Ambient",38,0.34244230074119,0.322215415333859,0.0202268854073309
2018-10-08,"6","3","C","PhaSub",1274,"S6P3C",2018-10-08,43,0.34912714789257,0.379462108228457,0.405445162276129,0.374646652060054,"Drought","Elevated",43,0.348473420703475,0.332210832054895,0.0162625886485799
2018-10-08,"6","4","A","PhaSub",2071,"S6P4A",2018-10-08,44,0.322078411888371,0.401033587007817,0.384908528213816,0.4072833863407,"Control","Ambient",44,0.325208301714618,0.313760745320588,0.0114475563940305
2018-10-08,"6","5","B","PhaSub",600,"S6P5B",2018-10-08,45,0.332610379416403,0.468408047120506,0.466654120821798,0.467976582547792,"Control","Elevated",45,0.332367570442572,0.325627952753272,0.00673961768930048
2018-10-08,"6","6","C","PhaSub",2606,"S6P6C",2018-10-08,46,0.387905710691105,0.306918346001434,0.383437766164669,0.293232750967089,"Drought","Ambient",46,0.385871691585033,0.354639699264541,0.0312319923204923
2018-10-09,"1","3","C","Fes",529,"S1P3C",2018-10-09,3,0.335142364266965,0.479371498480867,0.457214513089589,0.428545132739491,"Drought","Ambient",3,0.332197463239101,0.332776885323546,-0.000579422084444781
2018-10-09,"1","3","D","Luc",633,"S1P3D",2018-10-09,3,0.332554734901826,0.343066182612662,0.334323025507827,0.323160926395809,"Drought","Ambient",3,0.334616462449555,0.315893388191526,0.0187230742580287
2018-10-09,"1","4","A","Fes",599,"S1P4A",2018-10-09,4,0.322574809357241,0.467286936049235,0.433490718848007,0.4450463872068,"Control","Elevated",4,0.321213677111024,0.316565486018131,0.00464819109289316
2018-10-09,"1","4","C","Luc",534,"S1P4C",2018-10-09,4,0.336363231731358,0.378560174473174,0.372711998413255,0.355828290973921,"Control","Elevated",4,0.340649282188917,0.335967052655656,0.00468222953326081
2018-10-09,"1","5","B","Luc",236,"S1P5B",2018-10-09,5,0.321042915950607,0.393389113128289,0.359600215638544,0.367123293235844,"Drought","Elevated",5,0.321675167347098,0.324327513848846,-0.00265234650174767
2018-10-09,"1","5","C","Fes",282,"S1P5C",2018-10-09,5,0.331021935818151,0.593662098526129,0.565231917285542,0.547150948777565,"Drought","Elevated",5,0.332749205545457,0.328907078847568,0.00384212669788858
2018-10-09,"1","6","A","Luc",707,"S1P6A",2018-10-09,6,0.326679295734843,0.32005424398356,0.308024395809375,0.308491021557527,"Control","Ambient",6,0.324479317808371,0.314769747055647,0.00970957075272427
2018-10-09,"1","6","B","Fes",1137,"S1P6B",2018-10-09,6,0.3326410941453,0.405194885951161,0.374275229432333,0.339073252657145,"Control","Ambient",6,0.329072340261698,0.330180965189744,-0.00110862492804631
2018-10-09,"2","3","B","Luc",809,"S2P3B",2018-10-09,11,0.319642130210799,0.406404575686793,0.370248481941053,0.381704697528351,"Drought","Elevated",11,0.33453890511249,0.318852422224183,0.0156864828883064
2018-10-09,"2","3","C","Fes",442,"S2P3C",2018-10-09,11,0.335506134645738,0.576103985524314,0.556638247906363,0.524178194431067,"Drought","Elevated",11,0.336618952798015,0.334247204926814,0.0023717478712007
